,Name,Status,Shot,Seq,Reel,StartDate,EndDate,Duration
0,Hair and Fur,Not started,SHOT_220,550,REEL_03,,,78.0
1,Compositing,Not started,SHOT_220,550,REEL_03,,,78.0
2,Paint,Not started,SHOT_220,550,REEL_03,,,78.0
3,Rendering,Not started,SHOT_220,550,REEL_03,,,78.0
4,Animation,Not started,SHOT_220,550,REEL_03,,,78.0
5,Lookdev,Not started,SHOT_220,550,REEL_03,,,78.0
6,Assemble,Completed,SHOT_220,550,REEL_03,,,78.0
7,Layout,In progress,SHOT_220,550,REEL_03,,,78.0
8,Cloth,Not started,SHOT_220,550,REEL_03,,,78.0
9,Baking,Not started,SHOT_220,550,REEL_03,,,78.0
10,fx,Not started,SHOT_220,550,REEL_03,,,78.0
11,Hair and Fur,Not started,SHOT_040,550,REEL_03,,,55.0
12,Compositing,Not started,SHOT_040,550,REEL_03,,,55.0
13,Paint,Not started,SHOT_040,550,REEL_03,,,55.0
14,Rendering,Not started,SHOT_040,550,REEL_03,,,55.0
15,Animation,Not started,SHOT_040,550,REEL_03,,,55.0
16,Lookdev,Not started,SHOT_040,550,REEL_03,,,55.0
17,Assemble,Completed,SHOT_040,550,REEL_03,,,55.0
18,Layout,In progress,SHOT_040,550,REEL_03,,,55.0
19,Cloth,Not started,SHOT_040,550,REEL_03,,,55.0
20,Baking,Not started,SHOT_040,550,REEL_03,,,55.0
21,Hair and Fur,Not started,SHOT_110,550,REEL_03,,,54.0
22,Compositing,Not started,SHOT_110,550,REEL_03,,,54.0
23,Paint,Not started,SHOT_110,550,REEL_03,,,54.0
24,Rendering,Not started,SHOT_110,550,REEL_03,,,54.0
25,Animation,Not started,SHOT_110,550,REEL_03,,,54.0
26,Lookdev,Not started,SHOT_110,550,REEL_03,,,54.0
27,Assemble,Completed,SHOT_110,550,REEL_03,,,54.0
28,Layout,In progress,SHOT_110,550,REEL_03,2015-12-11 00:00:00,,54.0
29,Cloth,Not started,SHOT_110,550,REEL_03,,,54.0
30,Baking,Not started,SHOT_110,550,REEL_03,,,54.0
31,Hair and Fur,Not started,SHOT_150,550,REEL_03,,,108.0
32,Compositing,Not started,SHOT_150,550,REEL_03,,,108.0
33,Paint,Not started,SHOT_150,550,REEL_03,,,108.0
34,Rendering,Not started,SHOT_150,550,REEL_03,,,108.0
35,Animation,Not started,SHOT_150,550,REEL_03,,,108.0
36,Lookdev,Not started,SHOT_150,550,REEL_03,,,108.0
37,Assemble,Completed,SHOT_150,550,REEL_03,,,108.0
38,Layout,In progress,SHOT_150,550,REEL_03,,,108.0
39,Cloth,Not started,SHOT_150,550,REEL_03,,,108.0
40,Baking,Not started,SHOT_150,550,REEL_03,,,108.0
41,Hair and Fur,Not started,SHOT_190,550,REEL_03,,,141.0
42,Compositing,Not started,SHOT_190,550,REEL_03,,,141.0
43,Paint,Not started,SHOT_190,550,REEL_03,,,141.0
44,Rendering,Not started,SHOT_190,550,REEL_03,,,141.0
45,Animation,Not started,SHOT_190,550,REEL_03,,,141.0
46,Lookdev,Not started,SHOT_190,550,REEL_03,,,141.0
47,Assemble,Completed,SHOT_190,550,REEL_03,,,141.0
48,Layout,In progress,SHOT_190,550,REEL_03,,,141.0
49,Cloth,Not started,SHOT_190,550,REEL_03,,,141.0
50,Baking,Not started,SHOT_190,550,REEL_03,,,141.0
51,Hair and Fur,Not started,SHOT_120,550,REEL_03,,,63.0
52,Compositing,Not started,SHOT_120,550,REEL_03,,,63.0
53,Paint,Not started,SHOT_120,550,REEL_03,,,63.0
54,Rendering,Not started,SHOT_120,550,REEL_03,,,63.0
55,Animation,Not started,SHOT_120,550,REEL_03,,,63.0
56,Lookdev,Not started,SHOT_120,550,REEL_03,,,63.0
57,Assemble,Completed,SHOT_120,550,REEL_03,,,63.0
58,Layout,In progress,SHOT_120,550,REEL_03,,,63.0
59,Cloth,Not started,SHOT_120,550,REEL_03,,,63.0
60,Baking,Not started,SHOT_120,550,REEL_03,,,63.0
61,Hair and Fur,Not started,SHOT_010,550,REEL_03,,,204.0
62,Compositing,Not started,SHOT_010,550,REEL_03,,,204.0
63,Paint,Not started,SHOT_010,550,REEL_03,,,204.0
64,Rendering,Not started,SHOT_010,550,REEL_03,,,204.0
65,Animation,Not started,SHOT_010,550,REEL_03,,,204.0
66,Lookdev,Not started,SHOT_010,550,REEL_03,,,204.0
67,Assemble,Completed,SHOT_010,550,REEL_03,,,204.0
68,Layout,In progress,SHOT_010,550,REEL_03,,,204.0
69,Cloth,Not started,SHOT_010,550,REEL_03,,,204.0
70,Baking,Not started,SHOT_010,550,REEL_03,,,204.0
71,Hair and Fur,Not started,SHOT_090,550,REEL_03,,,57.0
72,Compositing,Not started,SHOT_090,550,REEL_03,,,57.0
73,Paint,Not started,SHOT_090,550,REEL_03,,,57.0
74,Rendering,Not started,SHOT_090,550,REEL_03,,,57.0
75,Animation,Not started,SHOT_090,550,REEL_03,,,57.0
76,Lookdev,Not started,SHOT_090,550,REEL_03,,,57.0
77,Assemble,Completed,SHOT_090,550,REEL_03,,,57.0
78,Layout,In progress,SHOT_090,550,REEL_03,2015-12-11 00:00:00,,57.0
79,Cloth,Not started,SHOT_090,550,REEL_03,,,57.0
80,Baking,Not started,SHOT_090,550,REEL_03,,,57.0
81,Hair and Fur,Not started,SHOT_200,550,REEL_03,,,61.0
82,Compositing,Not started,SHOT_200,550,REEL_03,,,61.0
83,Paint,Not started,SHOT_200,550,REEL_03,,,61.0
84,Rendering,Not started,SHOT_200,550,REEL_03,,,61.0
85,Animation,Not started,SHOT_200,550,REEL_03,,,61.0
86,Lookdev,Not started,SHOT_200,550,REEL_03,,,61.0
87,Assemble,Completed,SHOT_200,550,REEL_03,,,61.0
88,Layout,In progress,SHOT_200,550,REEL_03,,,61.0
89,Cloth,Not started,SHOT_200,550,REEL_03,,,61.0
90,Baking,Not started,SHOT_200,550,REEL_03,,,61.0
91,Hair and Fur,Not started,SHOT_050,550,REEL_03,,,66.0
92,Compositing,Not started,SHOT_050,550,REEL_03,,,66.0
93,Paint,Not started,SHOT_050,550,REEL_03,,,66.0
94,Rendering,Not started,SHOT_050,550,REEL_03,,,66.0
95,Animation,Not started,SHOT_050,550,REEL_03,,,66.0
96,Lookdev,Not started,SHOT_050,550,REEL_03,,,66.0
97,Assemble,Completed,SHOT_050,550,REEL_03,,,66.0
98,Layout,In progress,SHOT_050,550,REEL_03,,,66.0
99,Cloth,Not started,SHOT_050,550,REEL_03,,,66.0
100,Baking,Not started,SHOT_050,550,REEL_03,,,66.0
101,Hair and Fur,Not started,SHOT_030,550,REEL_03,,,167.0
