,Name,Status,Shot,Seq,Reel,StartDate,EndDate,Duration
0,Hair and Fur,Not started,SHOT_120,290,REEL_02,,,94.0
1,Compositing,Not started,SHOT_120,290,REEL_02,,,94.0
2,Paint,Not started,SHOT_120,290,REEL_02,,,94.0
3,Rendering,Not started,SHOT_120,290,REEL_02,,,94.0
4,Animation,Not started,SHOT_120,290,REEL_02,,,94.0
5,Lookdev,Not started,SHOT_120,290,REEL_02,,,94.0
6,Assemble,Not started,SHOT_120,290,REEL_02,,,94.0
7,Layout,Not started,SHOT_120,290,REEL_02,,,94.0
8,Cloth,Not started,SHOT_120,290,REEL_02,,,94.0
9,Baking,Not started,SHOT_120,290,REEL_02,,,94.0
10,Hair and Fur,Not started,SHOT_030,290,REEL_02,,,36.0
11,Compositing,Not started,SHOT_030,290,REEL_02,,,36.0
12,Paint,Not started,SHOT_030,290,REEL_02,,,36.0
13,Rendering,Not started,SHOT_030,290,REEL_02,,,36.0
14,Animation,Not started,SHOT_030,290,REEL_02,,,36.0
15,Lookdev,Not started,SHOT_030,290,REEL_02,,,36.0
16,Assemble,Not started,SHOT_030,290,REEL_02,,,36.0
17,Layout,Not started,SHOT_030,290,REEL_02,,,36.0
18,Cloth,Not started,SHOT_030,290,REEL_02,,,36.0
19,Baking,Not started,SHOT_030,290,REEL_02,,,36.0
20,Hair and Fur,Not started,SHOT_060,290,REEL_02,,,57.0
21,Compositing,Not started,SHOT_060,290,REEL_02,,,57.0
22,Paint,Not started,SHOT_060,290,REEL_02,,,57.0
23,Rendering,Not started,SHOT_060,290,REEL_02,,,57.0
24,Animation,Not started,SHOT_060,290,REEL_02,,,57.0
25,Lookdev,Not started,SHOT_060,290,REEL_02,,,57.0
26,Assemble,Not started,SHOT_060,290,REEL_02,,,57.0
27,Layout,Not started,SHOT_060,290,REEL_02,,,57.0
28,Cloth,Not started,SHOT_060,290,REEL_02,,,57.0
29,Baking,Not started,SHOT_060,290,REEL_02,,,57.0
30,Hair and Fur,Not started,SHOT_140,290,REEL_02,,,26.0
31,Compositing,Not started,SHOT_140,290,REEL_02,,,26.0
32,Paint,Not started,SHOT_140,290,REEL_02,,,26.0
33,Rendering,Not started,SHOT_140,290,REEL_02,,,26.0
34,Animation,Not started,SHOT_140,290,REEL_02,,,26.0
35,Lookdev,Not started,SHOT_140,290,REEL_02,,,26.0
36,Assemble,Not started,SHOT_140,290,REEL_02,,,26.0
37,Layout,Not started,SHOT_140,290,REEL_02,,,26.0
38,Cloth,Not started,SHOT_140,290,REEL_02,,,26.0
39,Baking,Not started,SHOT_140,290,REEL_02,,,26.0
40,Hair and Fur,Not started,SHOT_040,290,REEL_02,,,53.0
41,Compositing,Not started,SHOT_040,290,REEL_02,,,53.0
42,Paint,Not started,SHOT_040,290,REEL_02,,,53.0
43,Rendering,Not started,SHOT_040,290,REEL_02,,,53.0
44,Animation,Not started,SHOT_040,290,REEL_02,,,53.0
45,Lookdev,Not started,SHOT_040,290,REEL_02,,,53.0
